8.574889	0.571555
8.576783	0.640623
8.578679	0.623829
8.580575	0.588663
8.582473	0.570442
8.584370	0.571998
8.586268	0.585612
8.588167	0.583582
8.590067	0.586685
8.591969	0.613053
8.593869	0.688875
8.595772	0.618899
8.597674	0.587784
8.599579	0.600357
8.601483	0.646886
8.603389	0.615737
8.605294	0.603891
8.607201	0.603477
8.609109	0.615055
8.611016	0.610970
8.612926	0.599587
8.614836	0.592660
8.616747	0.598675
8.618657	0.636568
8.620570	0.737552
8.622482	0.804375
8.624395	0.765414
8.626310	0.672913
8.628225	0.611049
8.630141	0.596070
8.632058	0.632847
8.633976	0.633923
8.654849	0.586328
8.656771	0.648174
8.658691	0.625516
8.660614	0.586666
8.662537	0.568052
8.664460	0.569590
8.666385	0.586270
8.668310	0.582831
8.670236	0.610447
8.672163	0.692863
8.674091	0.802222
8.676019	0.739123
8.677948	0.697754
8.679878	0.666463
8.681808	0.664333
8.683741	0.623635
8.685672	0.607809
8.687605	0.605813
8.689539	0.622909
8.691473	0.620206
8.693409	0.602309
8.695345	0.593874
8.697281	0.601190
8.699219	0.641527
8.701158	0.751449
8.703096	0.817708
8.705036	0.787630
8.706978	0.690881
8.708919	0.623670
8.710861	0.605458
8.712805	0.641399
8.714747	0.646094
8.734807	0.604832
8.736753	0.657613
8.738699	0.636082
8.740646	0.598569
8.742594	0.577968
8.744542	0.578136
8.746492	0.597299
8.748442	0.591654
8.750393	0.618054
8.752345	0.699963
8.754296	0.813613
8.756250	0.757138
8.758204	0.717846
8.760159	0.681054
8.762115	0.682399
8.764071	0.641929
8.766028	0.621681
8.767986	0.625509
8.769945	0.640289
8.771905	0.638058
8.773865	0.619912
8.775826	0.614416
8.777788	0.618112
8.779750	0.657517
8.781714	0.767871
8.783679	0.841611
8.785644	0.817555
8.787609	0.720908
8.789577	0.648176
8.791543	0.626908
8.793511	0.660363
8.795480	0.665728
8.814770	0.614910
8.816743	0.672805
8.818715	0.659902
8.820689	0.613676
8.822663	0.584769
8.824639	0.584760
8.826616	0.604237
8.828592	0.596813
8.830571	0.617431
8.832549	0.703708
8.834529	0.823736
8.836510	0.772834
8.838490	0.735889
8.840472	0.697768
8.842455	0.697031
8.844439	0.656406
8.846423	0.631522
8.848408	0.638808
8.850394	0.660464
8.852380	0.653992
8.854368	0.635267
8.856356	0.627998
8.858345	0.633424
8.860335	0.671390
8.862326	0.790570
8.864318	0.878441
8.866309	0.852747
8.868303	0.749674
8.870297	0.666163
8.872292	0.641936
8.874288	0.673486
8.876284	0.679441
8.894726	0.622808
8.896727	0.681751
8.898728	0.665123
8.900731	0.622136
8.902734	0.593515
8.904738	0.591839
8.906742	0.614150
8.908748	0.607546
8.910754	0.628912
8.912762	0.711181
8.914770	0.833003
8.916779	0.788635
8.918789	0.753313
8.920799	0.715142
8.922811	0.719840
8.924823	0.680536
8.926836	0.646662
8.928848	0.652148
8.930863	0.672483
8.932878	0.673342
8.934896	0.654273
8.936913	0.642891
8.938931	0.648053
8.940948	0.688868
8.942968	0.816078
8.944989	0.902944
8.947010	0.877874
8.949031	0.772396
8.951054	0.685614
8.953077	0.663332
8.955102	0.691721
8.957128	0.690338
